,Dataset Name,Model,Student-T-test,KL divergence,PropensityScore,PredictRealOrSyn,Log Cluster Metric,Feature Correlations Difference,Cross-validation,F-1 score,Geometric Mean,Feature-consistency,EuclideanDistance_Mean,EuclideanDistance_Std,HausdorffDistance,CosineSimilarity
20,HeartDisease,convexCTGAN,0.05104685165297116,0.024624353493944394,0.25301909841410286,0.7517945623904398,-21.416413017506358,0.109007657352233,0.5640088593576966,0.15275574064574593,0.23916730986606977,0.0658109943373477,5.1818,1.0718,5.1714,0.0011
21,HeartDisease,CTABGAN,0.06957826507089745,0.19302255002031726,0.32450762057485927,0.825714300182255,-2.456323725499379,0.11352111959598848,0.5116279069767442,0.19675979178608693,0.2842839909286461,0.06946549812473933,5.212,0.9137,4.2316,-0.0
22,HeartDisease,convexCTABGAN,0.16975264244564248,0.20927970929032705,0.3826178215627749,0.8743139946200571,-1.8627525516990997,0.11726948159023039,0.502436323366556,0.1496058969745543,0.23510944136765305,0.058705191825638575,5.2099,0.9257,4.146,-0.0001
23,HeartDisease,TabDDPM,0.5596351962393387,0.002924660208266488,0.06694862905584235,0.4350935666051946,-9.74896340488967,0.07088029750455285,0.0046511627906976605,0.14708279393754037,0.2158730130406859,0.012831628591569859,5.1409,1.2533,5.1263,0.0023
24,PimaIndianDiabetes,NextConvGeN,0.6428932032489537,0.0,0.01736855156889688,0.5139860855666315,-10.245600395220048,0.022958968026527995,0.009363101419176179,0.0026581782175585933,0.002059366588044162,0.04727820188672947,4.0307,1.3241,2.6379,0.005
25,PimaIndianDiabetes,CTGAN,1.1257774648761244e-06,0.05424815578741681,0.2242899271586737,0.7378578026962933,-4.375533119940239,0.35972239931769645,0.8212011076497057,0.09467377210442494,0.09653726007409531,0.11053082101325443,4.0744,1.1829,4.3156,0.0031
26,PimaIndianDiabetes,convexCTGAN,0.23376951434635476,0.0,0.11517567546346298,0.5929733961183338,-5.132335788620833,0.24775414780138563,0.5623572170301142,0.028746946767732692,0.032579212665329385,0.09051193636064772,4.0765,1.1758,4.2311,0.0025
27,PimaIndianDiabetes,CTABGAN,0.004694616184413371,0.0,0.28026908512232956,0.7870385085088175,-3.2260784329005334,0.36977547306593944,0.8435617860851505,0.041555266804088165,0.054709096073375464,0.11001174222370966,4.1156,1.0303,2.9541,-0.0002
28,PimaIndianDiabetes,convexCTABGAN,0.004982116479438885,0.22991924992195734,0.28186408602628693,0.8011361033705656,-3.336564028429519,0.3627452667104677,0.8323987538940809,0.02660107653432988,0.03379612929066852,0.11550822777628345,4.1038,1.0766,3.5611,0.0004
29,PimaIndianDiabetes,TabDDPM,0.11930101160251382,0.0,0.10723718359837114,0.6135605355941693,-2.1062309626911135,0.32561514375169043,0.22165109034267916,0.03367001107270942,0.02935857658765796,0.07212309661759164,4.0354,1.3098,4.2938,0.0062
30,HeartFailure,NextConvGeN,0.1275498321166107,0.005284285180848186,0.056661031716117416,0.6722482098318241,-2.0730454919348245,0.22306768577606137,0.05760743321718942,0.02521212121212124,0.03382395419204759,0.02388368827113041,4.9294,1.3042,4.0486,-0.0001
31,HeartFailure,CTGAN,0.004527615946123294,0.0009045985397253996,0.2244690173473659,0.7182083354119039,-21.416413017506358,0.048383748843950164,0.5218350754936121,0.0,0.0,0.07640920776896823,4.9603,1.1813,4.6449,0.0011
32,HeartFailure,convexCTGAN,0.017075391761900063,0.01653162505117658,0.17461172682792256,0.7595898885602252,-1.9522120614440897,0.05576822875880169,0.43519163763066193,0.0,0.0,0.07096500706291672,4.958,1.1909,5.2975,0.0009
33,HeartFailure,CTABGAN,0.08822268778481133,0.019691267153626717,0.13265554328524037,0.6700569003538253,-21.416413017506358,0.049828288598166286,0.4882694541231126,0.0,0.0,0.07890132693085712,4.9937,1.031,4.0147,0.0005
34,HeartFailure,convexCTABGAN,0.0066959808412071775,0.04014544425205689,0.22998482156734057,0.7772491894883193,-2.0193013490952754,0.05395021775597443,0.5648083623693381,0.0,0.0,0.08393250507187404,4.9936,1.0315,4.1635,0.0002
35,HeartFailure,TabDDPM,0.21528753344773494,0.03429780635016474,0.09866613236684155,0.5680631206667389,-6.497066477302673,0.08401956472598993,0.2630662020905923,0.0704685099846391,0.08586374667790786,0.059456304840024,4.934,1.2868,4.506,0.0013
36,StudentsMentalHealth,NextConvGeN,0.9669949209737744,0.013556518023523683,0.09875666044779288,0.4724186924186924,-9.608485790035074,0.035323413680209054,0.014285714285714235,0.04978964039255429,0.08192526503569864,0.019768614981432186,4.4582,1.4577,2.5429,0.0104
37,StudentsMentalHealth,CTGAN,0.0003108919212139363,0.017082835689538292,0.19559218737902526,0.691985661397426,-8.194792304589296,0.04512151914297067,0.40000000000000013,0.23722923484494302,0.28706796583828775,0.08563783910591696,4.5589,1.1029,4.3409,0.0039
38,StudentsMentalHealth,convexCTGAN,0.39718417795888855,0.011281058880928061,0.10337133071281249,0.43017237664296487,-9.608485790035074,0.024596748087369582,0.4571428571428573,0.137718743411343,0.14322102148798455,0.07986719769025462,4.5357,1.1948,4.7027,0.0046
39,StudentsMentalHealth,CTABGAN,0.03778545627421851,0.12842395308059018,0.2886635886340894,0.7707234432234433,-5.6357810962967525,0.05154391707624498,0.2857142857142859,0.107437275985663,0.10260440837301837,0.13184566860650207,4.5837,0.9949,3.5666,0.0006
40,StudentsMentalHealth,convexCTABGAN,0.393061540576604,0.16989222453653033,0.2687827266656515,0.7740977160094806,-6.141521744240267,0.026216552205761242,0.3428571428571431,0.2683243727598566,0.24697565666771648,0.08677425465815732,4.5859,0.9848,3.7941,0.0006
41,StudentsMentalHealth,TabDDPM,0.8784686428343975,0.01835000432756398,0.10159019536128301,0.44846153846153836,-21.416413017506358,0.015480107284509208,0.014285714285714235,0.1285198492605607,0.19838604830028905,0.024440456612079296,4.4578,1.4588,1.0865,0.0095
42,Migraine,NextConvGeN,0.9782284808007136,0.004544620605989452,0.05622488189725281,0.4437212091668665,-6.151116744241439,0.012642943842771799,0.06835994194484762,0.08229202782978522,0.036223522686359866,0.01270870192437337,5.4784,3.1603,7.0291,0.0173
43,Migraine,CTGAN,8.225963933261143e-06,0.0101679191458686,0.14620016719753634,0.6186305437429208,-3.629725302565094,0.02216612575490336,0.3841799709724238,0.1934649685674209,0.19300528450269439,0.04894973335563859,5.7856,2.5547,11.0301,0.0105
44,Migraine,convexCTGAN,0.7369527347417607,0.027181651835026906,0.1600581003935859,0.6425331403678621,-3.5815964940634255,0.022861485490299958,0.41044992743105946,0.028127647691924273,0.03158448205193071,0.053702172588903994,5.8094,2.5002,9.6214,0.0104
45,Migraine,CTABGAN,4.0382828460183873e-14,0.3969104676108411,0.4620791309521863,0.9777409892714527,-1.5178138728225412,0.024601108647483255,0.36821480406386053,0.1983087942549906,0.1952603554308842,0.04596860284418392,5.9944,2.0166,4.6083,0.0
46,Migraine,convexCTABGAN,2.985117630360491e-11,0.40304941569242814,0.46383722345099127,0.9832802953613164,-1.5102642235272519,0.024343460007912824,0.4260522496371552,0.15200784420593583,0.1743221356921461,0.05395975515205485,5.9943,2.0171,4.5451,-0.0
47,Migraine,TabDDPM,0.9861470177912877,0.004933951936659057,0.05821789565372363,0.39599963727893306,-8.66819185196739,0.015446138615386658,0.07605224963715529,0.05374688189333501,0.06444863599651163,0.019529117257382107,5.4031,3.1316,7.0022,0.0185
48,Stroke,NextConvGeN,0.7612943896012977,0.0005238989236200954,0.03139769887385009,0.5051239021433787,-9.046522681401639,0.033170571562797464,0.006404657933042124,0.0033597342535839625,0.003816067590556721,0.016210627507072573,4.4811,1.3855,3.1978,0.0056
49,Stroke,CTGAN,0.2295720657755198,0.013869368943300748,0.09509538164592327,0.5974164817733342,-8.264201434798377,0.06634122786239414,0.3513828238719068,0.02863181549603302,0.02765288979284114,0.07098774880123063,4.4926,1.3476,4.3095,0.0061
50,Stroke,convexCTGAN,0.2133819289960096,0.012434873958880151,0.055010708544006054,0.5691925313204934,-7.354929005070328,0.05550233618226186,0.11761280931586615,0.3287715186951014,0.3264120365392305,0.04168904471545084,4.4917,1.3507,3.9429,0.0055
51,Stroke,CTABGAN,8.483081854121167e-23,0.15079223171603806,0.3171677876743291,0.8320767126475952,-2.5039435024284167,0.10854706732936305,0.6879184861717612,0.00016423091335139584,0.003765338862512617,0.0722371144091768,4.5749,1.0346,3.3036,0.0008
52,Stroke,convexCTABGAN,7.968062719132432e-05,0.013818237270216593,0.05285273361288088,0.5584770361098392,-6.51187508119365,0.1118333901733611,0.6838427947598253,0.12676024940067726,0.13324767992677886,0.06994585250460521,4.5323,1.2077,4.4334,0.0039
53,Stroke,TabDDPM,0.7591135807450132,0.00011615618237376734,0.010882557793321288,0.48235691928654906,-17.22539491233827,0.005026495354760215,0.0029112081513829047,0.0010322491149787338,0.002880534855259423,0.008107109950834513,4.4854,1.3715,2.0631,0.0057
54,LiverCirrhosis,NextConvGeN,0.011188739741289862,0.005262720232251356,0.04641734584670322,0.6561354593412694,-2.0691141349224598,0.24813883980464047,0.003506721215663311,0.545974849903686,0.5283061126733506,0.024075152744160437,5.8874,1.8271,4.8427,0.0032
55,LiverCirrhosis,CTGAN,0.03597555755272201,0.005635755813592632,0.20123871512105543,0.7144772875582799,-4.44758430319566,0.12153899016035272,0.7604909409701929,0.1742814683562619,0.1792569537358983,0.0626321828377109,5.9878,1.4652,6.3354,0.0031
56,LiverCirrhosis,convexCTGAN,0.05500458886786708,0.01216280246453358,0.2358726092951966,0.7442702451817161,-3.3164831878601126,0.11963842968336999,0.7500876680303916,0.17458138363019704,0.17950940826847006,0.06983517209251196,5.9933,1.4423,6.4273,0.0024
57,LiverCirrhosis,CTABGAN,0.07119916517543319,0.211815415735162,0.27723557396473664,0.7691802909611668,-2.1395169269295717,0.1200011932508378,0.7226767971946231,0.1309231288518778,0.13300128426689628,0.05090966867661411,6.0325,1.2683,4.9247,0.0005
58,LiverCirrhosis,convexCTABGAN,0.20143218085750503,0.2192664037831209,0.188024093013351,0.7297637953362052,-1.8278929915752313,0.1232655371074327,0.7329047340736411,0.17458138363019704,0.17950940826847006,0.05746233860714979,6.0299,1.2806,4.9991,0.0002
59,LiverCirrhosis,TabDDPM,0.0833761201780751,0.007808397754406751,0.12814253770397113,0.6152861661098942,-4.154793816469704,0.13319586350313767,0.1061952074810053,0.12649400677569692,0.12657043711504118,0.054785127790486915,5.917,1.729,6.0267,0.0097
60,LungCancer,NextConvGeN,0.92753735468286,0.0008673767380688489,0.055208061329180935,0.4075772880416843,-10.50326430499764,0.00914915513693532,0.031174089068825905,0.0,0.0,0.022633122498990188,5.5475,1.1069,3.5869,0.0003
61,LungCancer,CTGAN,5.8824660614683614e-05,0.010695631813219926,0.13092128624212437,0.6128815265079707,-7.48850654945081,0.01710617626177456,0.7862348178137653,0.1976156897057893,0.209467129829179,0.049552561725934016,5.6,0.8,4.4251,0.0002
62,LungCancer,convexCTGAN,4.7517289522179914e-08,0.009436264129537296,0.1654788884299206,0.584949822367326,-7.290905073578071,0.017046209446366825,0.7711201079622132,0.0,0.0,0.06202913811471167,5.6002,0.7986,4.4098,0.0002
63,LungCancer,CTABGAN,0.2849624647128745,0.015574179753808752,0.13782122679948666,0.5834490038597868,-10.459803392150777,0.0170994868612113,0.7180836707152497,0.2588706474248642,0.2670855817763265,0.046318569248641625,5.604,0.7715,4.3389,-0.0
64,LungCancer,convexCTABGAN,0.5281536706001211,0.017272451189866932,0.14495550929067866,0.5806974729137139,-8.582129376392967,0.016755200755052276,0.7128205128205128,0.016946908513173573,0.029923875689882716,0.049386446691510995,5.6037,0.774,4.5027,0.0
65,LungCancer,TabDDPM,0.5072020732758968,0.0007908152094301481,0.0648127073458779,0.3963860954909549,-10.514665217334073,0.006514478135574921,0.0,0.0,0.0,0.0372697141010904,5.5483,1.103,2.8516,0.0003
66,ContraceptiveMethods,NextConvGeN,0.40115138740038514,0.0008664536135980702,0.01579355272657744,0.4733965676477531,-10.22131087647619,0.0054812815977432665,0.01202512562814062,0.01945240647457,0.022720432225536102,0.021613325981752782,4.276,1.31,4.2684,0.0065
67,ContraceptiveMethods,CTGAN,1.6927606070710313e-14,0.011380109005265683,0.1128473446638094,0.6034620201131198,-6.7423998248982455,0.02610015746323471,0.5095427135678392,0.11287856978445959,0.10560952634667822,0.06320528158845923,4.3331,1.1063,3.9331,0.0042
68,ContraceptiveMethods,convexCTGAN,0.033562158071862615,0.036064375255501935,0.10553398704850502,0.6164184754350146,-6.196133241146704,0.025267301559274022,0.237748743718593,0.01945240647457,0.022720432225536102,0.05645574191624722,4.301,1.2251,3.8929,0.0048
69,ContraceptiveMethods,CTABGAN,0.04659614060555792,0.238526343610038,0.3418471323996754,0.8535291952590205,-2.3879684112456228,0.026912898259689025,0.5015678391959799,0.11751938562468901,0.12375276395488612,0.06685391113882676,4.3662,0.9675,3.3649,0.0002
70,ContraceptiveMethods,convexCTABGAN,6.718075921135319e-18,0.12927845409003147,0.30489118696891304,0.8272464971650775,-2.876627212553088,0.027081487151639924,0.5125728643216081,0.11287856978445959,0.10560952634667822,0.062045089623087,4.3611,0.9902,3.4135,0.0007
71,ContraceptiveMethods,TabDDPM,0.6540617530347639,0.001703830465248672,0.01867718893015236,0.44821006878625214,-21.416413017506358,0.0045022781618576525,0.01001005025125623,0.01945240647457,0.022720432225536102,0.0214849893833338,4.2772,1.3061,1.9231,0.0057
