,Dataset Name,Model,Student-T-test,KL divergence,PropensityScore,PredictRealOrSyn,Log Cluster Metric,Feature Correlations Difference,Cross-validation,F-1 score,Geometric Mean,Feature-consistency,EuclideanDistance_Mean,EuclideanDistance_Std,HausdorffDistance,CosineSimilarity
25,ContraceptiveMethods,CTGAN,0.0011664224403180926,0.010015353558233806,0.07122574817196972,0.5647108790814738,-6.067024065758469,0.02814897077405476,0.5396381909547738,0.5228658410545844,0.5280331562301315,0.059248055428668706,4.331,1.1147,3.7076,0.0041
26,ContraceptiveMethods,convexCTGAN,0.3265033144899647,0.026448051326748795,0.10638123393124206,0.5977267811799851,-7.333466671764112,0.03372454607839851,0.21872361809045238,0.10769800952497105,0.1070186028402354,0.046946124436878005,4.2831,1.2865,4.1864,0.0065
27,ContraceptiveMethods,CTABGAN,1.5190028951533892e-23,0.24217970221493404,0.34211075904391686,0.848008085880051,-2.3107125500253387,0.028563841204534885,0.5035477386934674,0.10662984310377183,0.11666551015169213,0.05508472653899463,4.3668,0.9651,3.3144,0.0002
28,ContraceptiveMethods,convexCTABGAN,5.68865707168965e-20,0.16827345227891655,0.3022978753494345,0.8136818149970072,-2.8294256369964734,0.02823976298491794,0.5095075376884423,0.11912324373889485,0.11287514393062996,0.06703134574340416,4.3603,0.994,3.6959,0.0009
29,ContraceptiveMethods,TabDDPM,0.49167324254548017,0.003198486882796489,0.027928264107515716,0.4747855596186363,-13.676617287439592,0.006494613328716999,0.004020100502512669,0.0,0.0,0.01793579517667153,4.2746,1.3145,1.9769,0.0055
30,StudentsMentalHealth,NextConvGeN,0.8023009112928068,0.016220726024693707,0.06719403204758993,0.49405731523378577,-21.416413017506358,0.05875584909919211,0.08571428571428574,0.09052501754311354,0.12166459058344092,0.028117325190548458,4.5012,1.3186,2.2563,0.0061
31,StudentsMentalHealth,CTGAN,0.3188777098566064,0.010427406496132035,0.1152643347237929,0.47771367521367514,-9.267583170585272,0.10417895386337016,0.34285714285714286,0.34033944026076207,0.3196399653435241,0.11824673497012535,4.553,1.1271,4.5137,0.0052
32,StudentsMentalHealth,convexCTGAN,0.5214454526603356,0.010595930815499161,0.059866857374532435,0.5074461322990734,-8.338746321576487,0.04337539808781227,0.3571428571428571,0.3897899897113115,0.37433981884982204,0.10034330229734548,4.5815,1.0051,4.3265,0.0023
33,StudentsMentalHealth,CTABGAN,0.05511387041686641,0.11563722380599567,0.2555982607022615,0.7496828171828172,-5.702333559467,0.0360679637249542,0.24285714285714288,0.23378569757798712,0.30875287877235086,0.1042554262840519,4.5942,0.9451,3.627,0.0004
34,StudentsMentalHealth,convexCTABGAN,0.10351690699549748,0.16505889890564449,0.26884996299123093,0.7566142354377648,-2.398144324328419,0.062325921809440035,0.3285714285714286,0.34033944026076207,0.3196399653435241,0.12084580084550019,4.5969,0.9319,3.652,-0.0002
35,StudentsMentalHealth,TabDDPM,0.6750712709608355,0.00844262910668123,0.058489117386366384,0.4247985347985347,-21.416413017506358,0.021716032254682577,0.02857142857142858,0.012195121951219495,0.015595674831097278,0.005172742668199282,4.5073,1.2977,0.9672,0.0061
36,Migraine,NextConvGeN,0.8922150119721273,0.006750380084384743,0.059713112600971216,0.4661415188954116,-7.354399947786929,0.012006283203391024,0.0341074020319303,0.05254112237660109,0.03693385898828784,0.00979006403429304,5.4279,3.0884,4.6154,0.0189
37,Migraine,CTGAN,3.1482902836691334e-05,0.01338036593973525,0.14464873482613586,0.6434515671422283,-3.2713361655745676,0.022869382271294383,0.4222786647314949,0.15450277084806222,0.13414786585411004,0.0596435735764944,5.7975,2.5277,9.1542,0.0109
38,Migraine,convexCTGAN,9.823098009537613e-05,0.01510008033895326,0.1311808084855561,0.6317824047173469,-2.9877811695114995,0.02284502874775691,0.47510885341074016,0.12773659465489112,0.11093443828820486,0.04259632433896681,5.7989,2.5243,10.7607,0.0112
39,Migraine,CTABGAN,2.9777140247315404e-06,0.3731298891470378,0.45306111932985504,0.9677027108214677,-1.5839355973443174,0.024725181887416,0.5480406386066763,0.253505449456004,0.266572200563608,0.06451070986123743,6.0033,1.99,4.9607,0.0002
40,Migraine,convexCTABGAN,0.007136081028194195,0.3786626383847045,0.4566574301650147,0.9717626189324303,-1.5523366164173378,0.024637522091030577,0.4675616835994194,0.2550239499218729,0.22491863327179434,0.046476331729437985,6.0023,1.9931,4.6774,0.0001
41,Migraine,TabDDPM,0.8090425249277243,0.004477416506962936,0.06180842011776619,0.44735535405295235,-5.295830431615663,0.011612237951925002,0.03795355587808413,0.13658998088228025,0.11628911636463797,0.012058416843834817,5.4421,3.2223,6.911,0.0198
42,Stroke,NextConvGeN,0.6074233877585298,0.0006937099880935849,0.03416853386819404,0.510100271819901,-10.116114324136177,0.03030419587079843,0.020669577874818046,0.0022296027908229044,0.001975419812748652,0.025285794364017,4.4784,1.3943,2.3752,0.0057
43,Stroke,CTGAN,1.835755986585532e-05,0.01935370319079477,0.13426301815530314,0.6306357831551352,-5.321185234088115,0.05851931810000251,0.3176128093158662,0.0308784930215045,0.032302433584626276,0.06884229308112914,4.4889,1.3599,4.162,0.0062
44,Stroke,convexCTGAN,0.28630659150624704,0.0011710763610050265,0.04135857918889499,0.5291684381045537,-9.378215732499699,0.04655022157227263,0.10887918486171755,0.026800396517330682,0.008489201197434494,0.045699545584227105,4.4938,1.3437,3.6389,0.005
45,Stroke,CTABGAN,3.479221302764368e-05,0.14979962966277444,0.3145164872215,0.8304399062702477,-5.282412559782786,0.1124881190544251,0.6832605531295487,0.03989782833996677,0.04936974106524465,0.07865139109278205,4.5746,1.0357,3.128,0.0008
46,Stroke,convexCTABGAN,0.15554298944254372,0.0032871612489641768,0.06515853457785095,0.6129291067484754,-12.562363400098414,0.10755408674452645,0.6739446870451238,0.03989782833996677,0.04936974106524465,0.08031032171921366,4.5434,1.165,4.2497,0.0035
47,Stroke,TabDDPM,0.5329622176403461,0.00023740294343681007,0.015206296220210207,0.46549217211804617,-12.264736958437693,0.009393842218916745,0.006113537117903967,0.0019417838980780797,0.0003770167299192856,0.014582704112547052,4.4846,1.3743,2.0882,0.0056
48,PimaIndianDiabetes,NextConvGeN,0.5600218997743733,0.0,0.02920545948446792,0.48612511237487255,-7.81308910993783,0.026333581419059622,0.009311180339217628,0.03716125502147111,0.03800185629225998,0.039110184443271453,4.0277,1.3332,2.5401,0.0045
49,PimaIndianDiabetes,CTGAN,0.02785217832858889,0.04169622097388557,0.160722313645142,0.6833212765273746,-5.802841134385654,0.3660181013423149,0.8343371408791969,0.02207282841341561,0.029357033745511255,0.10090937456708923,4.0826,1.1543,4.2069,0.0027
50,PimaIndianDiabetes,convexCTGAN,0.3955778688904036,0.0,0.10761929758779812,0.6187343143993222,-6.455850820095697,0.2228154072467579,0.620110764970578,0.04899214245384252,0.05184131536764794,0.11662864224793998,4.0591,1.2345,4.013,0.0035
51,PimaIndianDiabetes,CTABGAN,4.8609379431882256e-06,0.0,0.29077291539785555,0.8028614786579418,-2.880614948397259,0.3562146750591465,0.8398926964347524,0.06141466983317911,0.07480886160447042,0.10457839792822585,4.1138,1.0375,3.2179,-0.0001
52,PimaIndianDiabetes,convexCTABGAN,0.007840294563449141,0.0,0.2027373302134202,0.7484186255894818,-3.223997464310654,0.3601162621380032,0.8528556593977155,0.053397114508683785,0.0527484594932795,0.10014489923436957,4.1074,1.0626,3.8273,0.0009
53,PimaIndianDiabetes,TabDDPM,3.382643541511039e-09,0.0,0.22614048462742845,0.7443881117620565,-2.0859998100504678,0.3585526006320182,0.2607476635514019,0.013785844677532945,0.01814982700003291,0.07549292652415396,4.0813,1.1588,3.3973,0.0043
54,Obesity,NextConvGeN,0.5306967639533382,0.002795928954274218,0.030104738611382003,0.4684604211765914,-11.162007580975512,0.009609628080941075,0.03356164383561655,0.09064180710569858,0.02904069232496026,0.006092478027980318,5.571,1.7217,4.4504,0.0053
55,Obesity,CTGAN,3.3968135459673264e-14,0.02236546279151455,0.22446739162191198,0.7311477934334261,-5.80908081735333,0.08417447737403932,0.4773972602739725,0.0557812492263694,0.01282770119119464,0.018403659607427608,5.6662,1.3763,6.1982,0.0028
56,Obesity,convexCTGAN,0.31486962809559443,0.01517440691084095,0.09521929425220596,0.6439479907731174,-9.291290231826178,0.05035798075927846,0.14383561643835618,0.12672724128766638,0.06981934999743727,0.015191822985312395,5.6479,1.4496,5.6442,0.0035
57,Obesity,CTABGAN,6.556315720461289e-94,0.3852246466194126,0.4404854986361826,0.9447741470910833,-1.5109027355683948,,0.5041095890410958,0.027133146723272855,0.01508680265928719,0.012416799497161055,5.6263,1.1595,4.7875,0.0002
58,Obesity,convexCTABGAN,0.019389869582447216,0.07492134002418668,0.3360308494528577,0.8581868022432808,-1.969749214712334,,0.4746575342465752,0.06847198983508956,0.11120172922217277,0.010425669153321226,5.6107,1.2328,5.1149,0.0017
59,Obesity,TabDDPM,0.7371570159453859,0.001772938076161224,0.025758454064811694,0.4276261357309953,-9.68343098349468,0.004582209699279155,0.022602739726027554,0.06834780794663783,0.11110454358090467,0.004842113769596076,5.5888,1.663,2.4186,0.0052
60,LiverCirrhosis,NextConvGeN,0.0006884490869586531,0.003515609245808584,0.05395184477590828,0.6626503121108277,-2.0654328725439273,0.2497012567857633,0.0033313851548802953,0.2526745508473261,0.22621132351207252,0.023697012466266446,5.8941,1.8056,5.5062,0.0023
61,LiverCirrhosis,CTGAN,0.04590444174728012,0.008687848854204525,0.18594862638742302,0.6810734031150552,-5.901304073834286,0.12018296169874951,0.7566335476329633,0.18757544376661445,0.18030391253077233,0.07768764780059094,5.9685,1.5416,6.5992,0.003
62,LiverCirrhosis,convexCTGAN,0.08818062875316655,0.026869214966749287,0.15585130156768656,0.7306339989148017,-3.8179037081915386,0.11849672732178163,0.7262419637638808,0.26822643834165966,0.27125484518998155,0.06232916303538268,5.9691,1.5395,6.3155,0.0025
63,LiverCirrhosis,CTABGAN,0.14888379803592658,0.2442348842487437,0.3032735071025018,0.7881603117063353,-1.8974269599220281,0.11652856911977305,0.654178842781999,0.22474909155305456,0.21991184191206342,0.07111753955494059,6.0198,1.3273,4.9743,0.0004
64,LiverCirrhosis,convexCTABGAN,0.17363302359621471,0.2357134316319845,0.20542073519748155,0.7543166427685395,-1.8205957524616776,0.1178262213129617,0.719053185271771,0.17964476911482913,0.1764735707004737,0.05867630641514613,6.0165,1.3425,5.1144,0.0
65,LiverCirrhosis,TabDDPM,0.10418402360835645,0.008927000464295764,0.18931077256638093,0.6884396315572026,-4.282173333257392,0.1953590718285086,0.0962594973699592,0.2567940013384464,0.27166488267443656,0.03449131233600014,5.8964,1.7978,6.7123,0.0095
66,HeartFailure,NextConvGeN,0.04379319304847086,0.003786983301473038,0.03884212056802994,0.7032070093410031,-2.071632485148687,0.22898291147906505,0.11045296167247387,0.0,0.0,0.017657434724126297,4.9224,1.3305,3.9669,-0.0004
67,HeartFailure,CTGAN,0.4266600714557328,0.011933532161045137,0.12197518890576906,0.6843486817234536,-9.871265476667693,0.05154453423335014,0.48304297328687573,0.0,0.0,0.06235404461270464,4.9676,1.1503,5.1968,0.0008
68,HeartFailure,convexCTGAN,0.13920176534951034,0.011936867979535692,0.06505660224139187,0.6557505139751391,-5.6546462491914875,0.06434408502744432,0.5070847851335657,0.0,0.0,0.07344721510384436,4.9477,1.2328,5.0135,0.0011
69,HeartFailure,CTABGAN,0.006346056139685902,0.03363338814309865,0.29482123482467876,0.8444855095090127,-2.0185861347047562,0.0555218754244459,0.5547038327526133,0.19697397965114496,0.18831200727393416,0.055232365783999926,4.9922,1.0384,3.7111,0.0004
70,HeartFailure,convexCTABGAN,0.02199050214464423,0.029738168511515523,0.2507591512566422,0.7971506767986257,-1.9459797476334773,0.05511846402425548,0.45969802555168404,0.19697397965114496,0.18831200727393416,0.08683571685871644,4.988,1.0583,4.022,0.0003
71,HeartFailure,TabDDPM,0.13054420929278274,0.01659178744893774,0.0869793657068197,0.5669569948652498,-2.1708924679337342,0.10975677597106531,0.11509872241579555,0.029365481539394667,0.04723118319339825,0.03310952833115429,4.9314,1.2967,4.921,0.0012
