,Dataset Name,Model,Accuracy,F1_score,RMSE
3,StudentsMentalHealth,CTABGAN,0.4366666666666667,0.45316801893951,1.162769796340085
4,StudentsMentalHealth,convexCTABGAN,0.4166666666666667,0.4378788399614855,1.7269632201129337
5,StudentsMentalHealth,TabDDPM,0.6933333333333334,0.6834648508718857,0.9519003613362735
0,Migraine,NextConvGeN,0.7965425531914894,0.7905488124011923,
1,Migraine,CTGAN,0.7627659574468085,0.7419202711047943,
2,Migraine,convexCTGAN,0.7106382978723403,0.7195922643759042,
3,Migraine,CTABGAN,0.46808510638297873,0.4830148662532577,
4,Migraine,convexCTABGAN,0.4781914893617021,0.5100864600077498,
5,Migraine,TabDDPM,0.8146276595744683,0.8075987008479137,
0,Stroke,NextConvGeN,0.6200488997555011,0.619015158759168,1.3381163474226374
1,Stroke,CTGAN,0.5163814180929095,0.5399172889819465,1.5155139345436441
2,Stroke,convexCTGAN,0.5899755501222493,0.5939150478628987,1.3288201641305375
3,Stroke,CTABGAN,0.3645476772616137,0.41406051955299317,1.5019805490885023
4,Stroke,convexCTABGAN,0.5271393643031785,0.5244013478577363,1.42367488295813
5,Stroke,TabDDPM,0.6640586797066014,0.6630851650279999,1.2265805348275098
0,PimaIndianDiabetes,NextConvGeN,0.609375,0.6048855791826732,1.4168412047425472
1,PimaIndianDiabetes,CTGAN,0.1328125,0.12692604287103368,1.5059619539232503
2,PimaIndianDiabetes,convexCTGAN,0.2734375,0.24654535448761172,1.4101379941724062
3,PimaIndianDiabetes,CTABGAN,0.1875,0.18925985583033067,1.461557240669809
4,PimaIndianDiabetes,convexCTABGAN,0.15885416666666666,0.15657997000638665,1.3988906970429995
5,PimaIndianDiabetes,TabDDPM,0.4661458333333333,0.46385708281399113,1.37344788711188
0,Obesity,NextConvGeN,0.8178603006189213,0.8182721936292405,
1,Obesity,CTGAN,0.5733127026230475,0.5870471530382808,
2,Obesity,convexCTGAN,0.6713085764809903,0.6717325577392869,
3,Obesity,CTABGAN,0.31903919834954314,0.37418672547383147,
4,Obesity,convexCTABGAN,0.4487916298261126,0.49839161747992056,
5,Obesity,TabDDPM,0.8409961685823754,0.8390903527612681,
0,LiverCirrhosis,NextConvGeN,0.6475279106858055,0.6445236325223623,1.0996525348503108
1,LiverCirrhosis,CTGAN,0.5518341307814992,0.5634273135525252,1.4993677637777099
2,LiverCirrhosis,convexCTGAN,0.5175438596491229,0.5300861594145215,1.549534577343168
3,LiverCirrhosis,CTABGAN,0.29106858054226475,0.2786015069394306,1.533846880079551
4,LiverCirrhosis,convexCTABGAN,0.3811802232854864,0.39597855014530176,1.521852497995435
5,LiverCirrhosis,TabDDPM,0.5964912280701754,0.5471831496567909,1.7764805474049985
0,HeartFailure,NextConvGeN,0.595,0.5954033141533142,0.9689643852183413
1,HeartFailure,CTGAN,0.5016666666666667,0.4993636542170736,1.4398297697032625
2,HeartFailure,convexCTGAN,0.47166666666666673,0.4664125470991686,1.4743830721491662
3,HeartFailure,CTABGAN,0.56,0.5363095022314706,1.1731384619070802
4,HeartFailure,convexCTABGAN,0.5583333333333333,0.5560237815437001,1.1650620855014988
5,HeartFailure,TabDDPM,0.5616666666666666,0.5593420754714424,1.1366306464638223
